,posteam,down,ydstogo,qtr,week,yardline_100,drive_inside20,play_type,rush_attempt,rusher,rushing_yards,rush_touchdown,pass_attempt,complete_pass,passer,passing_yards,pass_touchdown,receiver,receiving_yards,first_down,touchdown
8367,LAC,3.0,1,3,5,71,0.0,pass,0,,,0,1,1,J.Herbert,13.0,0,M.Williams,13.0,1,0
8368,LAC,1.0,10,3,5,58,0.0,pass,0,,,0,1,0,J.Herbert,,0,,,0,0
8369,LAC,2.0,17,3,5,65,0.0,pass,0,,,0,1,0,J.Herbert,,0,M.Williams,,0,0
8370,LAC,3.0,17,3,5,65,0.0,pass,0,,,0,1,0,J.Herbert,,0,M.Williams,,0,0
8371,CLE,1.0,10,4,5,68,0.0,run,1,N.Chubb,1.0,0,0,0,,,0,,,0,0
8372,CLE,2.0,19,4,5,77,0.0,pass,0,,,0,1,1,B.Mayfield,-1.0,0,K.Hunt,-1.0,0,0
8373,CLE,3.0,20,4,5,78,0.0,pass,0,,,0,1,0,B.Mayfield,,0,A.Schwartz,,0,0
8374,LAC,1.0,10,4,5,61,0.0,pass,0,,,0,1,0,J.Herbert,,0,M.Williams,,0,0
8375,LAC,2.0,10,4,5,61,0.0,pass,0,,,0,1,1,J.Herbert,5.0,0,J.Palmer,5.0,0,0
8376,LAC,3.0,5,4,5,56,0.0,pass,0,,,0,1,1,J.Herbert,14.0,0,J.Guyton,14.0,1,0
8377,LAC,1.0,10,4,5,42,0.0,pass,0,,,0,1,1,J.Herbert,42.0,1,M.Williams,42.0,1,1
8378,CLE,1.0,10,4,5,78,0.0,pass,0,,,0,1,1,B.Mayfield,7.0,0,O.Beckham,7.0,0,0
8379,CLE,2.0,3,4,5,71,0.0,pass,0,,,0,1,1,B.Mayfield,71.0,1,D.Njoku,71.0,1,1
8380,CLE,,0,4,5,2,0.0,pass,0,,,0,1,0,B.Mayfield,,0,A.Hooper,,0,0
8381,LAC,1.0,10,4,5,75,1.0,pass,0,,,0,1,0,J.Herbert,,0,S.Anderson,,0,0
8382,LAC,2.0,10,4,5,75,1.0,pass,0,,,0,1,0,J.Herbert,,0,K.Allen,,0,0
8383,LAC,3.0,10,4,5,75,1.0,pass,0,,,0,1,1,J.Herbert,10.0,0,M.Williams,10.0,1,0
8384,LAC,1.0,10,4,5,65,1.0,pass,0,,,0,1,0,J.Herbert,,0,M.Williams,,0,0
8385,LAC,2.0,10,4,5,65,1.0,run,1,A.Ekeler,6.0,0,0,0,,,0,,,0,0
8386,LAC,3.0,4,4,5,59,1.0,pass,0,,,0,1,0,J.Herbert,,0,J.Cook,,0,0
8387,LAC,1.0,15,4,5,31,1.0,run,1,A.Ekeler,2.0,0,0,0,,,0,,,0,0
8388,LAC,2.0,13,4,5,29,1.0,pass,0,,,0,1,1,J.Herbert,5.0,0,A.Ekeler,5.0,0,0
8389,LAC,3.0,8,4,5,24,1.0,pass,0,,,0,1,0,J.Herbert,,0,J.Cook,,0,0
8390,LAC,4.0,8,4,5,24,1.0,pass,0,,,0,1,1,J.Herbert,20.0,0,K.Allen,20.0,1,0
8391,LAC,1.0,4,4,5,4,1.0,run,1,A.Ekeler,4.0,1,0,0,,,0,,,1,1
8392,CLE,1.0,10,4,5,75,1.0,pass,0,,,0,1,1,B.Mayfield,13.0,0,K.Hunt,13.0,1,0
8393,CLE,1.0,10,4,5,47,1.0,run,1,N.Chubb,8.0,0,0,0,,,0,,,0,0
8394,CLE,2.0,2,4,5,39,1.0,run,1,N.Chubb,24.0,0,0,0,,,0,,,1,0
8395,CLE,1.0,10,4,5,15,1.0,run,1,K.Hunt,7.0,0,0,0,,,0,,,0,0
8396,CLE,2.0,3,4,5,8,1.0,run,1,K.Hunt,8.0,1,0,0,,,0,,,1,1
8397,LAC,1.0,10,4,5,75,1.0,pass,0,,,0,1,1,J.Herbert,4.0,0,A.Ekeler,4.0,0,0
8398,LAC,2.0,6,4,5,71,1.0,run,1,A.Ekeler,1.0,0,0,0,,,0,,,0,0
8399,LAC,3.0,5,4,5,70,1.0,pass,0,,,0,1,1,J.Herbert,37.0,0,K.Allen,37.0,1,0
8400,LAC,1.0,10,4,5,33,1.0,pass,0,,,0,1,1,J.Herbert,21.0,0,J.Guyton,21.0,1,0
8401,LAC,1.0,10,4,5,12,1.0,pass,0,,,0,1,1,J.Herbert,3.0,0,K.Allen,3.0,0,0
8402,LAC,2.0,17,4,5,19,1.0,pass,0,,,0,1,1,J.Herbert,19.0,1,A.Ekeler,19.0,1,1
8403,CLE,1.0,10,4,5,86,0.0,run,1,K.Hunt,1.0,0,0,0,,,0,,,0,0
8404,CLE,2.0,9,4,5,85,0.0,pass,0,,,0,1,0,B.Mayfield,,0,R.Higgins,,0,0
8405,CLE,3.0,9,4,5,85,0.0,run,1,K.Hunt,3.0,0,0,0,,,0,,,0,0
8406,LAC,1.0,10,4,5,48,1.0,pass,0,,,0,1,1,J.Herbert,29.0,0,J.Cook,29.0,1,0
8407,LAC,1.0,10,4,5,19,1.0,run,1,A.Ekeler,4.0,0,0,0,,,0,,,0,0
8408,LAC,2.0,6,4,5,15,1.0,run,1,A.Ekeler,4.0,0,0,0,,,0,,,0,0
8409,LAC,3.0,2,4,5,11,1.0,run,1,A.Ekeler,8.0,0,0,0,,,0,,,1,0
8410,LAC,1.0,3,4,5,3,1.0,run,1,A.Ekeler,3.0,1,0,0,,,0,,,1,1
8411,LAC,,0,4,5,2,1.0,run,1,A.Ekeler,,0,0,0,,,0,,,0,0
8412,CLE,1.0,10,4,5,75,0.0,pass,0,,,0,1,1,B.Mayfield,6.0,0,R.Higgins,6.0,0,0
8413,CLE,2.0,4,4,5,69,0.0,pass,0,,,0,1,1,B.Mayfield,3.0,0,K.Hunt,3.0,0,0
8414,CLE,3.0,1,4,5,66,0.0,pass,0,,,0,1,1,B.Mayfield,2.0,0,K.Hunt,2.0,1,0
8415,CLE,1.0,10,4,5,64,0.0,pass,0,,,0,1,1,B.Mayfield,10.0,0,D.Njoku,10.0,1,0
8416,CLE,2.0,10,4,5,54,0.0,pass,0,,,0,1,0,B.Mayfield,,0,D.Peoples-Jones,,0,0
8417,CLE,3.0,10,4,5,54,0.0,pass,0,,,0,1,0,B.Mayfield,,0,R.Higgins,,0,0
8418,CLE,4.0,10,4,5,54,0.0,pass,0,,,0,1,0,B.Mayfield,,0,,,0,0
8419,PIT,1.0,10,1,5,85,0.0,run,1,N.Harris,6.0,0,0,0,,,0,,,0,0
8420,PIT,2.0,4,1,5,79,0.0,run,1,N.Harris,3.0,0,0,0,,,0,,,0,0
8421,PIT,3.0,1,1,5,76,0.0,pass,0,,,0,1,1,B.Roethlisberger,23.0,0,C.Claypool,23.0,1,0
8422,PIT,1.0,10,1,5,53,0.0,run,1,J.Smith-Schuster,3.0,0,0,0,,,0,,,0,0
8423,PIT,2.0,7,1,5,50,0.0,pass,0,,,0,1,0,B.Roethlisberger,,0,B.Snell,,0,0
8424,PIT,3.0,7,1,5,50,0.0,pass,0,,,0,1,1,B.Roethlisberger,50.0,1,D.Johnson,50.0,1,1
8425,DEN,1.0,15,1,5,80,0.0,run,1,M.Gordon,1.0,0,0,0,,,0,,,0,0
8426,DEN,2.0,14,1,5,79,0.0,run,1,M.Gordon,5.0,0,0,0,,,0,,,0,0
8427,DEN,3.0,9,1,5,74,0.0,pass,0,,,0,1,1,T.Bridgewater,5.0,0,T.Patrick,5.0,0,0
8428,PIT,1.0,10,1,5,83,0.0,run,1,N.Harris,3.0,0,0,0,,,0,,,0,0
8429,PIT,2.0,7,1,5,80,0.0,run,1,N.Harris,5.0,0,0,0,,,0,,,0,0
8430,PIT,3.0,2,1,5,75,0.0,pass,0,,,0,1,1,B.Roethlisberger,4.0,0,P.Freiermuth,4.0,1,0
8431,PIT,1.0,10,1,5,71,0.0,pass,0,,,0,1,0,B.Roethlisberger,,0,Z.Gentry,,0,0
8432,PIT,2.0,10,1,5,71,0.0,run,1,N.Harris,7.0,0,0,0,,,0,,,0,0
8433,PIT,3.0,3,1,5,64,0.0,pass,0,,,0,1,1,B.Roethlisberger,5.0,0,E.Ebron,5.0,1,0
8434,PIT,1.0,10,1,5,59,0.0,run,1,N.Harris,6.0,0,0,0,,,0,,,0,0
8435,PIT,2.0,4,1,5,53,0.0,run,1,N.Harris,5.0,0,0,0,,,0,,,1,0
8436,PIT,1.0,15,1,5,53,0.0,run,1,K.Ballage,2.0,0,0,0,,,0,,,0,0
8437,PIT,2.0,13,1,5,51,0.0,pass,0,,,0,1,0,B.Roethlisberger,,0,,,0,0
8438,DEN,1.0,10,1,5,29,0.0,run,1,J.Williams,2.0,0,0,0,,,0,,,0,0
8439,DEN,2.0,8,1,5,27,0.0,run,1,J.Williams,-4.0,0,0,0,,,0,,,0,0
8440,DEN,3.0,12,1,5,31,0.0,pass,0,,,0,1,1,T.Bridgewater,10.0,0,J.Williams,10.0,0,0
8441,PIT,1.0,10,1,5,75,0.0,pass,0,,,0,1,1,B.Roethlisberger,13.0,0,Z.Gentry,13.0,1,0
8442,PIT,1.0,10,1,5,62,0.0,run,1,N.Harris,4.0,0,0,0,,,0,,,0,0
8443,PIT,2.0,6,1,5,58,0.0,pass,0,,,0,1,1,B.Roethlisberger,6.0,0,N.Harris,6.0,1,0
8444,PIT,1.0,10,2,5,52,0.0,run,1,N.Harris,5.0,0,0,0,,,0,,,0,0
8445,PIT,2.0,5,2,5,47,0.0,run,1,N.Harris,20.0,0,0,0,,,0,,,1,0
8446,PIT,1.0,10,2,5,27,0.0,run,1,K.Ballage,-3.0,0,0,0,,,0,,,0,0
8447,PIT,2.0,13,2,5,30,0.0,pass,0,,,0,1,0,B.Roethlisberger,,0,K.Ballage,,0,0
8448,PIT,3.0,13,2,5,30,0.0,pass,0,,,0,1,0,B.Roethlisberger,,0,J.Smith-Schuster,,0,0
8449,DEN,1.0,10,2,5,78,0.0,run,1,M.Gordon,8.0,0,0,0,,,0,,,0,0
8450,DEN,2.0,2,2,5,70,0.0,pass,0,,,0,1,0,T.Bridgewater,,0,C.Sutton,,0,0
8451,DEN,3.0,2,2,5,70,0.0,pass,0,,,0,1,0,T.Bridgewater,,0,C.Sutton,,0,0
8452,PIT,1.0,10,2,5,91,0.0,run,1,N.Harris,3.0,0,0,0,,,0,,,0,0
8453,PIT,2.0,7,2,5,88,0.0,run,1,N.Harris,5.0,0,0,0,,,0,,,0,0
8454,PIT,3.0,2,2,5,83,0.0,pass,0,,,0,1,0,B.Roethlisberger,,0,C.Claypool,,0,0
8455,DEN,1.0,10,2,5,60,1.0,run,1,J.Williams,0.0,0,0,0,,,0,,,0,0
8456,DEN,2.0,10,2,5,60,1.0,pass,0,,,0,1,1,T.Bridgewater,9.0,0,C.Sutton,9.0,0,0
8457,DEN,3.0,1,2,5,51,1.0,run,1,J.Williams,49.0,0,0,0,,,0,,,1,0
8458,DEN,1.0,7,2,5,7,1.0,run,1,J.Williams,2.0,0,0,0,,,0,,,0,0
8459,DEN,2.0,5,2,5,5,1.0,pass,0,,,0,1,0,T.Bridgewater,,0,,,0,0
8460,DEN,3.0,17,2,5,17,1.0,pass,0,,,0,1,1,T.Bridgewater,6.0,0,J.Williams,6.0,0,0
8461,PIT,1.0,10,2,5,75,1.0,run,1,J.Smith-Schuster,3.0,0,0,0,,,0,,,0,0
8462,PIT,2.0,7,2,5,72,1.0,pass,0,,,0,1,1,B.Roethlisberger,59.0,0,C.Claypool,59.0,1,0
8463,PIT,1.0,10,2,5,13,1.0,run,1,N.Harris,0.0,0,0,0,,,0,,,0,0
8464,PIT,2.0,15,2,5,18,1.0,pass,0,,,0,1,0,B.Roethlisberger,,0,N.Harris,,0,0
8465,PIT,1.0,1,2,5,1,1.0,run,1,N.Harris,0.0,0,0,0,,,0,,,0,0
8466,PIT,2.0,1,2,5,1,1.0,run,1,N.Harris,1.0,1,0,0,,,0,,,1,1
8467,DEN,1.0,10,2,5,75,0.0,pass,0,,,0,1,1,T.Bridgewater,14.0,0,C.Sutton,14.0,1,0
8468,DEN,1.0,10,2,5,61,0.0,pass,0,,,0,1,1,T.Bridgewater,12.0,0,C.Sutton,12.0,1,0
8469,DEN,1.0,15,2,5,54,0.0,pass,0,,,0,1,0,T.Bridgewater,,0,D.Moore,,0,0
8470,DEN,2.0,15,2,5,54,0.0,pass,0,,,0,1,0,T.Bridgewater,,0,D.Moore,,0,0
8471,DEN,3.0,10,2,5,49,0.0,pass,0,,,0,1,0,T.Bridgewater,,0,,,0,0
8472,PIT,1.0,10,2,5,90,0.0,run,1,N.Harris,3.0,0,0,0,,,0,,,0,0
8473,PIT,2.0,12,2,5,92,0.0,run,1,N.Harris,13.0,0,0,0,,,0,,,1,0
8474,PIT,1.0,10,2,5,79,0.0,pass,0,,,0,1,1,B.Roethlisberger,5.0,0,E.Ebron,5.0,0,0
8475,PIT,2.0,5,2,5,74,0.0,run,1,K.Ballage,-2.0,0,0,0,,,0,,,0,0
8476,DEN,1.0,10,3,5,85,0.0,pass,0,,,0,1,1,T.Bridgewater,12.0,0,C.Sutton,12.0,1,0
8477,DEN,1.0,10,3,5,73,0.0,run,1,M.Gordon,7.0,0,0,0,,,0,,,0,0
8478,DEN,2.0,3,3,5,66,0.0,pass,0,,,0,1,1,T.Bridgewater,3.0,0,M.Gordon,3.0,1,0
8479,DEN,1.0,10,3,5,63,0.0,run,1,M.Gordon,1.0,0,0,0,,,0,,,0,0
8480,DEN,2.0,9,3,5,62,0.0,pass,0,,,0,1,1,T.Bridgewater,12.0,0,T.Patrick,12.0,1,0
8481,DEN,1.0,10,3,5,50,0.0,run,1,M.Gordon,1.0,0,0,0,,,0,,,0,0
8482,DEN,2.0,9,3,5,49,0.0,run,1,M.Gordon,2.0,0,0,0,,,0,,,0,0
8483,DEN,3.0,7,3,5,47,0.0,pass,0,,,0,1,0,T.Bridgewater,,0,K.Hinton,,0,0
8484,PIT,1.0,10,3,5,86,1.0,run,1,N.Harris,5.0,0,0,0,,,0,,,0,0
8485,PIT,2.0,5,3,5,81,1.0,run,1,N.Harris,18.0,0,0,0,,,0,,,1,0
8486,PIT,1.0,10,3,5,63,1.0,run,1,K.Ballage,3.0,0,0,0,,,0,,,0,0
8487,PIT,2.0,17,3,5,70,1.0,pass,0,,,0,1,1,B.Roethlisberger,14.0,0,N.Harris,14.0,0,0
8488,PIT,3.0,3,3,5,56,1.0,pass,0,,,0,1,1,B.Roethlisberger,14.0,0,C.Claypool,14.0,1,0
8489,PIT,1.0,10,3,5,42,1.0,run,1,N.Harris,8.0,0,0,0,,,0,,,0,0
8490,PIT,2.0,2,3,5,34,1.0,pass,0,,,0,1,0,B.Roethlisberger,,0,C.White,,0,0
8491,PIT,3.0,2,3,5,34,1.0,pass,0,,,0,1,1,B.Roethlisberger,3.0,0,P.Freiermuth,3.0,1,0
8492,PIT,1.0,10,3,5,31,1.0,run,1,N.Harris,-1.0,0,0,0,,,0,,,0,0
8493,PIT,2.0,11,3,5,32,1.0,run,1,N.Harris,-1.0,0,0,0,,,0,,,0,0
8494,PIT,3.0,12,3,5,33,1.0,pass,0,,,0,1,0,B.Roethlisberger,,0,R.McCloud,,0,0
8495,PIT,1.0,10,3,5,18,1.0,pass,0,,,0,1,0,B.Roethlisberger,,0,N.Harris,,0,0
8496,PIT,2.0,10,3,5,18,1.0,pass,0,,,0,1,0,B.Roethlisberger,,0,N.Harris,,0,0
8497,PIT,3.0,10,3,5,18,1.0,pass,0,,,0,1,1,B.Roethlisberger,18.0,1,C.Claypool,18.0,1,1
8498,DEN,1.0,10,3,5,75,1.0,pass,0,,,0,1,1,T.Bridgewater,19.0,0,T.Patrick,19.0,1,0
8499,DEN,1.0,10,3,5,56,1.0,pass,0,,,0,1,0,T.Bridgewater,,0,,,0,0
8500,DEN,2.0,18,3,5,64,1.0,run,1,J.Williams,3.0,0,0,0,,,0,,,0,0
8501,DEN,3.0,15,3,5,61,1.0,pass,0,,,0,1,1,T.Bridgewater,10.0,0,T.Patrick,10.0,0,0
8502,DEN,4.0,5,4,5,51,1.0,pass,0,,,0,1,1,T.Bridgewater,5.0,0,T.Patrick,5.0,1,0
8503,DEN,1.0,10,4,5,46,1.0,run,1,J.Williams,10.0,0,0,0,,,0,,,1,0
8504,DEN,1.0,10,4,5,36,1.0,run,1,J.Williams,-1.0,0,0,0,,,0,,,0,0
8505,DEN,2.0,11,4,5,37,1.0,pass,0,,,0,1,0,T.Bridgewater,,0,N.Fant,,0,0
8506,DEN,3.0,11,4,5,37,1.0,pass,0,,,0,1,1,T.Bridgewater,9.0,0,N.Fant,9.0,0,0
8507,DEN,4.0,2,4,5,28,1.0,pass,0,,,0,1,1,T.Bridgewater,25.0,0,C.Sutton,25.0,1,0
8508,DEN,1.0,3,4,5,3,1.0,pass,0,,,0,1,0,T.Bridgewater,,0,T.Patrick,,0,0
8509,DEN,2.0,13,4,5,13,1.0,run,1,,11.0,0,0,0,T.Bridgewater,,0,,,0,0
8510,DEN,3.0,2,4,5,2,1.0,pass,0,,,0,1,0,T.Bridgewater,,0,,,0,0
8511,DEN,4.0,2,4,5,2,1.0,pass,0,,,0,1,1,T.Bridgewater,2.0,1,K.Hinton,2.0,1,1
8512,PIT,1.0,10,4,5,82,0.0,run,1,N.Harris,4.0,0,0,0,,,0,,,0,0
8513,PIT,2.0,16,4,5,88,0.0,run,1,B.Snell,9.0,0,0,0,,,0,,,0,0
8514,PIT,3.0,7,4,5,79,0.0,pass,0,,,0,1,1,B.Roethlisberger,1.0,0,R.McCloud,1.0,0,0
8515,DEN,1.0,10,4,5,72,0.0,run,1,M.Gordon,4.0,0,0,0,,,0,,,0,0
8516,DEN,2.0,6,4,5,68,0.0,pass,0,,,0,1,1,T.Bridgewater,15.0,0,T.Patrick,15.0,1,0
8517,DEN,1.0,10,4,5,53,0.0,pass,0,,,0,1,1,T.Bridgewater,9.0,0,C.Sutton,9.0,0,0
8518,DEN,2.0,1,4,5,44,0.0,run,1,M.Gordon,5.0,0,0,0,,,0,,,1,0
8519,DEN,1.0,10,4,5,39,0.0,pass,0,,,0,1,1,T.Bridgewater,39.0,1,C.Sutton,39.0,1,1
8520,DEN,,0,4,5,2,0.0,pass,0,,,0,1,0,T.Bridgewater,,0,C.Sutton,,0,0
8521,PIT,1.0,10,4,5,75,0.0,run,1,B.Snell,2.0,0,0,0,,,0,,,0,0
8522,PIT,2.0,8,4,5,73,0.0,pass,0,,,0,1,1,B.Roethlisberger,22.0,0,D.Johnson,22.0,1,0
8523,PIT,1.0,10,4,5,51,0.0,pass,0,,,0,1,1,B.Roethlisberger,16.0,0,C.Claypool,16.0,1,0
8524,PIT,1.0,10,4,5,35,0.0,run,1,B.Snell,1.0,0,0,0,,,0,,,0,0
8525,PIT,2.0,9,4,5,34,0.0,run,1,B.Snell,4.0,0,0,0,,,0,,,0,0
8526,PIT,3.0,5,4,5,30,0.0,run,1,B.Snell,4.0,0,0,0,,,0,,,0,0
8527,DEN,1.0,10,4,5,75,1.0,pass,0,,,0,1,0,T.Bridgewater,,0,,,0,0
8528,DEN,2.0,10,4,5,75,1.0,pass,0,,,0,1,1,T.Bridgewater,23.0,0,T.Patrick,23.0,1,0
8529,DEN,1.0,10,4,5,52,1.0,pass,0,,,0,1,1,T.Bridgewater,6.0,0,N.Fant,6.0,0,0
8530,DEN,2.0,4,4,5,46,1.0,pass,0,,,0,1,1,T.Bridgewater,9.0,0,J.Williams,9.0,1,0
8531,DEN,1.0,10,4,5,37,1.0,pass,0,,,0,1,1,T.Bridgewater,5.0,0,N.Fant,5.0,0,0
8532,DEN,2.0,5,4,5,32,1.0,pass,0,,,0,1,0,T.Bridgewater,,0,C.Sutton,,0,0
8533,DEN,3.0,5,4,5,32,1.0,pass,0,,,0,1,1,T.Bridgewater,23.0,0,K.Hinton,23.0,1,0
8534,DEN,1.0,9,4,5,9,1.0,pass,0,,,0,1,0,T.Bridgewater,,0,T.Patrick,,0,0
8535,DEN,2.0,9,4,5,9,1.0,pass,0,,,0,1,1,T.Bridgewater,6.0,0,M.Gordon,6.0,0,0
8536,DEN,3.0,3,4,5,3,1.0,pass,0,,,0,1,0,T.Bridgewater,,0,D.Spencer,,0,0
8537,DEN,4.0,3,4,5,3,1.0,pass,0,,,0,1,0,T.Bridgewater,,0,C.Sutton,,0,0
8538,DET,1.0,10,1,5,75,0.0,run,1,J.Williams,2.0,0,0,0,,,0,,,0,0
8539,DET,2.0,8,1,5,73,0.0,pass,0,,,0,1,1,J.Goff,10.0,0,D.Swift,10.0,1,0
8540,DET,1.0,10,1,5,63,0.0,pass,0,,,0,1,1,J.Goff,8.0,0,T.Hockenson,8.0,0,0
8541,DET,2.0,2,1,5,55,0.0,run,1,J.Williams,3.0,0,0,0,,,0,,,1,0
8542,DET,1.0,10,1,5,52,0.0,run,1,D.Swift,12.0,0,0,0,,,0,,,1,0
8543,DET,1.0,10,1,5,35,0.0,pass,0,,,0,1,1,J.Goff,13.0,0,Q.Cephus,13.0,1,0
8544,DET,1.0,10,1,5,22,0.0,pass,0,,,0,1,0,J.Goff,,0,A.St,,0,0
8545,DET,2.0,10,1,5,22,0.0,run,1,J.Williams,1.0,0,0,0,,,0,,,0,0
8546,DET,3.0,9,1,5,21,0.0,pass,0,,,0,1,0,J.Goff,,0,K.Hodge,,0,0
8547,MIN,1.0,10,1,5,75,0.0,pass,0,,,0,1,0,K.Cousins,,0,T.Conklin,,0,0
8548,MIN,2.0,10,1,5,75,0.0,run,1,A.Mattison,4.0,0,0,0,,,0,,,0,0
8549,MIN,3.0,6,1,5,71,0.0,pass,0,,,0,1,1,K.Cousins,37.0,0,J.Jefferson,37.0,1,0
8550,MIN,1.0,10,1,5,34,0.0,pass,0,,,0,1,0,K.Cousins,,0,B.Ellefson,,0,0
8551,MIN,2.0,10,1,5,34,0.0,run,1,A.Mattison,-2.0,0,0,0,,,0,,,0,0
8552,MIN,3.0,12,1,5,36,0.0,pass,0,,,0,1,1,K.Cousins,14.0,0,J.Jefferson,14.0,1,0
8553,MIN,1.0,10,1,5,22,0.0,run,1,A.Mattison,-2.0,0,0,0,,,0,,,0,0
8554,MIN,2.0,12,1,5,24,0.0,pass,0,,,0,1,1,K.Cousins,4.0,0,A.Mattison,4.0,0,0
8555,MIN,3.0,8,1,5,20,0.0,pass,0,,,0,1,0,K.Cousins,,0,D.Westbrook,,0,0
8556,DET,1.0,10,1,5,75,0.0,pass,0,,,0,1,1,J.Goff,4.0,0,J.Williams,4.0,0,0
8557,DET,2.0,6,1,5,71,0.0,run,1,D.Swift,1.0,0,0,0,,,0,,,0,0
8558,DET,1.0,10,1,5,65,0.0,run,1,D.Swift,11.0,0,0,0,,,0,,,1,0
8559,DET,1.0,10,1,5,54,0.0,run,1,J.Williams,4.0,0,0,0,,,0,,,0,0
8560,DET,2.0,6,1,5,50,0.0,run,1,J.Williams,9.0,0,0,0,,,0,,,1,0
8561,DET,1.0,10,1,5,41,0.0,pass,0,,,0,1,0,J.Goff,,0,,,0,0
8562,DET,2.0,10,1,5,41,0.0,run,1,J.Williams,5.0,0,0,0,,,0,,,0,0
8563,DET,3.0,5,1,5,36,0.0,pass,0,,,0,1,1,J.Goff,13.0,0,A.St,13.0,1,0
8564,DET,1.0,10,1,5,23,0.0,pass,0,,,0,1,0,J.Goff,,0,,,0,0
8565,DET,2.0,18,1,5,31,0.0,pass,0,,,0,1,0,J.Goff,,0,,,0,0
8566,MIN,1.0,10,1,5,65,0.0,run,1,A.Mattison,9.0,0,0,0,,,0,,,0,0
8567,MIN,2.0,1,1,5,56,0.0,run,1,,4.0,0,0,0,K.Cousins,,0,,,1,0
8568,MIN,1.0,10,2,5,52,0.0,run,1,A.Mattison,0.0,0,0,0,,,0,,,0,0
8569,MIN,2.0,10,2,5,52,0.0,pass,0,,,0,1,0,K.Cousins,,0,J.Jefferson,,0,0
8570,MIN,3.0,10,2,5,52,0.0,pass,0,,,0,1,1,K.Cousins,17.0,0,J.Jefferson,17.0,1,0
8571,MIN,1.0,10,2,5,35,0.0,pass,0,,,0,1,1,K.Cousins,6.0,0,A.Mattison,6.0,0,0
8572,MIN,2.0,4,2,5,29,0.0,run,1,A.Mattison,5.0,0,0,0,,,0,,,1,0
8573,MIN,1.0,20,2,5,34,0.0,pass,0,,,0,1,1,K.Cousins,3.0,0,A.Mattison,3.0,0,0
8574,MIN,2.0,17,2,5,31,0.0,run,1,A.Mattison,5.0,0,0,0,,,0,,,0,0
8575,MIN,3.0,12,2,5,26,0.0,pass,0,,,0,1,1,K.Cousins,6.0,0,D.Westbrook,6.0,0,0
8576,DET,1.0,10,2,5,75,0.0,run,1,D.Swift,4.0,0,0,0,,,0,,,0,0
8577,DET,2.0,6,2,5,71,0.0,pass,0,,,0,1,1,J.Goff,8.0,0,A.St,8.0,1,0
8578,DET,1.0,10,2,5,63,0.0,run,1,J.Williams,3.0,0,0,0,,,0,,,0,0
8579,DET,2.0,7,2,5,60,0.0,run,1,J.Williams,1.0,0,0,0,,,0,,,0,0
8580,DET,3.0,6,2,5,59,0.0,pass,0,,,0,1,1,J.Goff,4.0,0,Q.Cephus,4.0,0,0
8581,MIN,1.0,10,2,5,88,1.0,run,1,A.Mattison,11.0,0,0,0,,,0,,,1,0
8582,MIN,1.0,10,2,5,77,1.0,run,1,A.Mattison,3.0,0,0,0,,,0,,,0,0
8583,MIN,2.0,7,2,5,74,1.0,pass,0,,,0,1,1,K.Cousins,14.0,0,J.Jefferson,14.0,1,0
8584,MIN,1.0,10,2,5,60,1.0,run,1,A.Mattison,6.0,0,0,0,,,0,,,0,0
8585,MIN,2.0,4,2,5,54,1.0,pass,0,,,0,1,1,K.Cousins,22.0,0,J.Jefferson,22.0,1,0
8586,MIN,1.0,10,2,5,32,1.0,pass,0,,,0,1,1,K.Cousins,2.0,0,K.Osborn,2.0,1,0
8587,MIN,1.0,10,2,5,15,1.0,run,1,A.Mattison,0.0,0,0,0,,,0,,,0,0
8588,MIN,2.0,10,2,5,15,1.0,pass,0,,,0,1,1,K.Cousins,15.0,1,A.Mattison,15.0,1,1
8589,DET,1.0,10,2,5,75,0.0,pass,0,,,0,1,1,J.Goff,4.0,0,J.Williams,4.0,0,0
8590,DET,2.0,6,2,5,71,0.0,pass,0,,,0,1,1,J.Goff,6.0,0,A.St,6.0,1,0
8591,DET,1.0,10,2,5,65,0.0,pass,0,,,0,1,0,J.Goff,,0,T.Benson,,0,0
8592,DET,2.0,10,2,5,65,0.0,run,1,D.Swift,2.0,0,0,0,,,0,,,0,0
8593,DET,3.0,8,2,5,63,0.0,pass,0,,,0,1,1,J.Goff,21.0,0,Q.Cephus,21.0,1,0
8594,DET,1.0,10,2,5,42,0.0,pass,0,,,0,1,0,J.Goff,,0,K.Hodge,,0,0
8595,DET,2.0,10,2,5,42,0.0,pass,0,,,0,1,0,J.Goff,,0,,,0,0
8596,DET,3.0,10,2,5,42,0.0,pass,0,,,0,1,1,J.Goff,8.0,0,A.St,8.0,0,0
8597,MIN,1.0,10,2,5,81,0.0,run,1,A.Mattison,3.0,0,0,0,,,0,,,0,0
8598,MIN,2.0,7,2,5,78,0.0,run,1,A.Mattison,3.0,0,0,0,,,0,,,0,0
8599,MIN,1.0,10,3,5,75,0.0,pass,0,,,0,1,0,K.Cousins,,0,,,0,0
8600,MIN,2.0,15,3,5,80,0.0,run,1,A.Mattison,3.0,0,0,0,,,0,,,0,0
8601,MIN,3.0,12,3,5,77,0.0,pass,0,,,0,1,1,K.Cousins,4.0,0,K.Osborn,4.0,0,0
8602,DET,1.0,10,3,5,63,0.0,run,1,D.Swift,4.0,0,0,0,,,0,,,0,0
8603,DET,2.0,6,3,5,59,0.0,pass,0,,,0,1,1,J.Goff,14.0,0,T.Hockenson,14.0,1,0
